"pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility"
"HD 164509 b,HD 164509,HD 164509,2,1,Radial Velocity,2010,0.87,14.3,140.79869,0.238,G5,1.11,1.12,53.1119,W. M. Keck Observatory"
"HD 164595 b,HD 164595,HD 164595,2,1,Radial Velocity,2015,0.23,4.16,16.14,0.088,G2 V,1.02,0.99,28.254,Haute-Provence Observatory"
"HD 170469 b,HD 170469,HD 170469,2,1,Radial Velocity,2007,2.24,14.1,209.7678,0.11,G5 IV,1.24,1.1,60.178,W. M. Keck Observatory"
"HD 180617 b,HD 180617,HD 180617,2,1,Radial Velocity,2018,0.343,3.53,12.214,0.101,M2.5 V,0.48,0.48,5.91059,Calar Alto Observatory"
"HD 180902 b,HD 180902,HD 180902,2,1,Radial Velocity,2009,1.4,13.5,535.54355,0.107,K0 III/IV,4.16,1.41,104.577,W. M. Keck Observatory"
"HD 18599 b,HD 18599,HD 18599,2,1,Transit,2022,0.048,2.6,24.1,0.34,K2 V,0.77,0.86,38.5653,Transiting Exoplanet Survey Satellite (TESS)"
"HD 188015 b,HD 188015,HD 188015,2,1,Radial Velocity,2004,1.203,13.6,476.72,0.137,G5 IV,1.13,1.09,50.6706,W. M. Keck Observatory"
"HD 189733 b,HD 189733,HD 189733,2,1,Radial Velocity,2005,0.03126,12.666,359.1479,0,K2 V,0.75,0.79,19.7638,Haute-Provence Observatory"
"HD 195019 b,HD 195019,HD 195019,2,1,Radial Velocity,1998,0.14,13,1264.9634,0.01,G3 IV-V,1.48,1.21,37.6681,Lick Observatory"
"HD 196067 b,HD 196067,HD 196067,2,1,Radial Velocity,2012,5.02,12.3,3972.85509,0.66,G1 V,1.73,1.29,39.9346,La Silla Observatory"
"HD 196885 A b,HD 196885 A,HD 196885 A,2,1,Radial Velocity,2007,2.37,13.2,819.97,0.48,F8 V,1.31,1.28,34.1692,Haute-Provence Observatory"
"HD 197037 b,HD 197037,HD 197037,2,1,Radial Velocity,2012,2.07,13.9,251,0.22,F7 V,1.1,1.11,33.1944,McDonald Observatory"
"HD 202206 c,HD 202206,HD 202206,2,1,Radial Velocity,2004,2.41,12.2,5689.157,0.22,G6 V,1.04,1.07,45.9665,La Silla Observatory"
"HD 204941 b,HD 204941,HD 204941,2,1,Radial Velocity,2011,2.55,10.1,73.1009,0.37,K1/2V,0.78,0.58,28.7165,La Silla Observatory"
"HD 212301 b,HD 212301,HD 212301,2,1,Radial Velocity,2005,0.03,14.2,162.0933,0,F8 V,1.16,1.55,54.2304,La Silla Observatory"
"HD 213240 b,HD 213240,HD 213240,2,1,Radial Velocity,2001,1.89,12.8,1773.4914,0.42,G0/1 V,1.51,1.57,40.8707,La Silla Observatory"
"HD 214823 b,HD 214823,HD 214823,2,1,Radial Velocity,2016,3.078036,12.1,6229.26362,0.160903,G0,2.04,1.11,101.368,Haute-Provence Observatory"
"HD 220842 b,HD 220842,HD 220842,2,1,Radial Velocity,2016,0.74,13.1,1010.6994,0.404,F8,1.42,1.13,64.6498,Haute-Provence Observatory"
"HD 222582 b,HD 222582,HD 222582,2,1,Radial Velocity,1999,1.34,12.6,2660.2371,0.73,G5 V,1.13,1.12,42.1586,W. M. Keck Observatory"
"HD 233832 b,HD 233832,HD 233832,2,1,Radial Velocity,2018,2.827,13.5,565.7374,0.359,G0,0.68,0.71,58.742,Roque de los Muchachos Observatory"
"HD 23596 b,HD 23596,HD 23596,2,1,Radial Velocity,2003,2.692222,12.4,3674.938,0.282012,F8 V,1.53,1.1,52.0018,Haute-Provence Observatory"
"HD 25171 b,HD 25171,HD 25171,2,1,Radial Velocity,2010,2.971,13.9,290.81445,0.042,F8 V,1.23,1.08,55.6146,La Silla Observatory"
"HD 27442 b,HD 27442,HD 27442,2,1,Radial Velocity,2000,1.271,13.5,495.8,0.06,K1/2III,3.18,1.23,18.2704,Anglo-Australian Telescope"
"HD 28254 b,HD 28254,HD 28254,2,1,Radial Velocity,2010,2.15,13.7,368.67,0.81,G1 IV/V,1.48,1.06,55.2884,La Silla Observatory"
"HD 30856 b,HD 30856,HD 30856,2,1,Radial Velocity,2011,1.85,13.5,491.68301,0.061,K0 III,4.4,1.17,131.199,W. M. Keck Observatory"
"HD 33283 b,HD 33283,HD 33283,2,1,Radial Velocity,2006,0.1508,12.5,104.56607,0.399,G3/G5 V,1.97,1.38,89.8623,W. M. Keck Observatory"
"HD 46375 b,HD 46375,HD 46375,2,1,Radial Velocity,2000,0.0398,10,71.8,0.063,K1 IV-V,0.91,0.92,29.5529,W. M. Keck Observatory"
"HD 59686 A b,HD 59686 A,HD 59686 A,2,1,Radial Velocity,2016,1.086,12.7,2199.3836,0.05,K2 III,13.2,1.9,89.2721,Lick Observatory"
"HD 7449 b,HD 7449,HD 7449,2,1,Radial Velocity,2011,2.43855,12.6,2652.63439,0.751956,F9.5 V,0.97,1.2,38.662,La Silla Observatory"
"HD 75289 b,HD 75289,HD 75289,2,1,Radial Velocity,1999,0.05,14.2,155.7367,0.03,G0,1.23,1.29,29.1158,La Silla Observatory"
"HD 79498 b,HD 79498,HD 79498,2,1,Radial Velocity,2011,2.98,13.6,425.8922,0.575,G5,1.05,1.08,48.9489,McDonald Observatory"
"HD 80606 b,HD 80606,HD 80606,2,1,Radial Velocity,2001,0.4565,11.994,1392.0954,0.93,G5,1.04,1.15,66.4711,Multiple Observatories"
"HD 8535 b,HD 8535,HD 8535,2,1,Radial Velocity,2010,2.45,14,216.1244,0.15,G0 V,1.19,1.13,55.4401,La Silla Observatory"
"HD 86081 b,HD 86081,HD 86081,2,1,Radial Velocity,2006,0.0346,13.6,470.3884,0.0119,F8,1.46,1.21,103.936,W. M. Keck Observatory"
"HD 8673 b,HD 8673,HD 8673,2,1,Radial Velocity,2009,2.965265,12.3,4259.27322,0.729873,F5,1.5,1.28,37.8619,Thueringer Landessternwarte Tautenburg"
"HD 89744 b,HD 89744,HD 89744,2,1,Radial Velocity,1999,0.917,12.6,2653.8805,0.677,F7 V,2.13,1.86,38.6364,Fred Lawrence Whipple Observatory"
"HD 96167 b,HD 96167,HD 96167,2,1,Radial Velocity,2009,1.332,14,227.88411,0.685,G5,1.94,1.27,85.3006,W. M. Keck Observatory"
"HD 98736 b,HD 98736,HD 98736,2,1,Radial Velocity,2018,1.864,13.3,740.5439,0.226,G5,0.93,0.92,32.4459,W. M. Keck Observatory"
"HD 99492 b,HD 99492,HD 99492,2,1,Radial Velocity,2004,0.12,5.02,22.2481,0.25,K2 V,0.83,0.48,18.2038,W. M. Keck Observatory"
"HIP 109600 b,HIP 109600,HIP 109600,2,1,Radial Velocity,2016,0.706,13.2,851.7844,0.163,G5,0.97,0.87,66.3361,Haute-Provence Observatory"
"HIP 116454 b,HIP 116454,HIP 116454,2,1,Transit,2014,0.0906,2.466,12.7132,0.2,K1,0.72,0.81,62.4491,K2"
"HIP 21152 b,HIP 21152,HIP 21152,2,1,Imaging,2022,17,12,7627.88177,0.36,F5 V,1.59,1.4,43.4073,Multiple Observatories"
"HIP 65 A b,HIP 65 A,HIP 65 A,2,1,Transit,2020,0.01782,22.754,1021.18779,0,K4 V,0.72,0.78,61.7856,Transiting Exoplanet Survey Satellite (TESS)"
"HIP 70849 b,HIP 70849,HIP 70849,2,1,Radial Velocity,2009,20.25,12.5,2860,0.715,K7 V,0.63,0.63,24.0572,La Silla Observatory"
"HIP 75056 A b,HIP 75056 A,HIP 75056 A,2,1,Imaging,2021,30,22.418,7945.71018,0.5,A2 V,1.65,1.92,125.212,Paranal Observatory"
"HIP 94235 b,HIP 94235,HIP 94235,2,1,Transit,2022,0.0787,3,379,0.32,G V,1.08,1.09,58.5146,Transiting Exoplanet Survey Satellite (TESS)"
"HR 5183 b,HR 5183,HR 5183,2,1,Radial Velocity,2019,18,13.1,1026.5909,0.84,G0 V,1.53,1.07,31.4607,Multiple Observatories"
"K2-122 b,K2-122,K2-122,2,1,Transit,2017,0.0373,1.16,1.65,0.21,M0,0.59,0.63,72.0444,K2"
"K2-22 b,K2-22,K2-22,2,1,Transit,2015,0.009,2.3,444.962,0.19,M0 V,0.58,0.6,243.836,K2"
"K2-265 b,K2-265,K2-265,2,1,Transit,2018,0.03376,1.71,6.54,0.084,G8 V,0.98,0.92,138.671,K2"
"K2-29 b,K2-29,K2-29,2,1,Transit,2016,0.04217,13.339,232.0159,0.066,G7 V,0.86,0.94,178.475,K2"
"K2-31 b,K2-31,K2-31,2,1,Transit,2016,0.022,11.882,563.83042,0,G7 V,0.78,0.91,110.527,K2"
"KELT-16 b,KELT-16,KELT-16,2,1,Transit,2017,0.02044,15.861,874.0325,0,F7 V,1.36,1.21,444.586,KELT"
"KELT-18 b,KELT-18,KELT-18,2,1,Transit,2017,0.0455,17.598,375.0394,0,F4 V,1.91,1.52,321.376,KELT-North"
"KELT-2 A b,KELT-2 A,KELT-2 A,2,1,Transit,2012,0.05497,15.132,540.311,0,F8,1.93,1.54,134.058,KELT"
"KELT-23 A b,KELT-23 A,KELT-23 A,2,1,Transit,2019,0.03302,14.83,298.12454,0,G2 V,1,0.94,126.261,KELT-North"
"KELT-9 b,KELT-9,KELT-9,2,1,Transit,2017,0.03462,21.196,915.3504,0,B9.5-A0,2.36,2.52,204.455,KELT-North"
"KIC 5095269 b,KIC 5095269,KIC 5095269,2,1,Eclipse Timing Variations,2017,0.8,12.6,2445.06619,0.0603,F7 V,1.17,1.21,1188.54,Kepler"
"KOI-1257 b,KOI-1257,KOI-1257,2,1,Transit,2014,0.382,10.54,460.83,0.772,G5 V,1.13,0.99,656,Kepler"
"KOI-7913 b,KOI-7913 A,KOI-7913 A,2,1,Transit,2022,0.1456,2.34,6.08,0,K6 V,0.79,0.76,271.277,Kepler"
"Kepler-1661 b,Kepler-1661,Kepler-1661,2,1,Transit,2020,0.633,3.87,17,0.057,K,0.76,0.84,410.607,Kepler"
"Kepler-21 b,Kepler-21,Kepler-21,2,1,Transit,2012,0.042717,1.639,5.08,0.02,F6 IV,1.9,1.41,108.522,Kepler"
"Kepler-38 b,Kepler-38,Kepler-38,2,1,Transit,2012,0.4632,4.3,122,0.032,G4 V,1.75,0.94,1174.59,Kepler"
"MASCARA-4 b,MASCARA-4,MASCARA-4,2,1,Transit,2020,0.047,17.15,985.273,0,A7 V,1.92,1.75,170.696,Multiple Observatories"
"NGTS-14 A b,NGTS-14 A,NGTS-14 A,2,1,Transit,2021,0.0403,4.977,29.24036,0,K1 V,0.84,0.9,322.148,Paranal Observatory"
"Qatar-6 b,Qatar-6,Qatar-6,2,1,Transit,2017,0.0423,11.904,212.31044,0,K2 V,0.72,0.82,100.848,Qatar"
"ROXs 12 b,ROXs 12,ROXs 12,2,1,Imaging,2013,210,12.2,5085,0.83,M0,1.07,0.87,136.65,W. M. Keck Observatory"
"ROXs 42 B b,ROXs 42 B,ROXs 42 B,2,1,Imaging,2013,157,12.5,2860,0.58,M0,1.34,1,143.59,Multiple Observatories"
"RR Cae b,RR Cae,RR Cae,2,1,Eclipse Timing Variations,2012,5.3,13,1334.886,0,M,0.19,0.44,21.1916,Leoncito Astronomical Complex"
"TIC 172900988 b,TIC 172900988 Aa,TIC 172900988 Aa,2,1,Transit,2021,0.90281,11.25,942,0.0271,F9,1.38,1.24,250.956,Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1201 b,TOI-1201,TOI-1201,2,1,Transit,2021,0.0287,2.415,6.28,0,M2.0 V,0.51,0.51,37.8871,Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1452 b,TOI-1452,TOI-1452,2,1,Transit,2022,0.061,1.672,4.82,0,M4 &#177 0.5 V,0.28,0.25,30.5212,Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1634 b,TOI-1634,TOI-1634,2,1,Transit,2021,0.01545,1.79,4.91,0.16,M2,0.45,0.5,35.2736,Transiting Exoplanet Survey Satellite (TESS)"
"TOI-3714 b,TOI-3714,TOI-3714,2,1,Transit,2022,0.027,11.321,222.47988,0.03,M2,0.51,0.53,112.71,Transiting Exoplanet Survey Satellite (TESS)"
"TrES-1 b,TrES-1,TrES-1,2,1,Transit,2004,0.03925,12.666,266.9772,0,K0 V,0.85,1.04,159.658,TrES"
"TrES-2 b,TrES-2,TrES-2,2,1,Transit,2006,0.03563,15.244,473.5667,0,G0 V,1.12,1.36,215.32,TrES"
"TrES-4 b,TrES-4,TrES-4,2,1,Transit,2007,0.05084,18.046,247.9074,0,F8 V,1.66,1.08,515.98,TrES"
"WASP-1 b,WASP-1,WASP-1,2,1,Transit,2007,0.03889,16.623,271.415,0,F7 V,1.47,1.24,393.072,SuperWASP"
"WASP-100 b,WASP-100,WASP-100,2,1,Transit,2014,0.04574,14.908,400.4658,0,F2,1.57,0.77,364.411,SuperWASP"
"WASP-104 b,WASP-104,WASP-104,2,1,Transit,2014,0.02918,12.745,404.263,0,G8,0.96,1.08,185.932,SuperWASP"
"WASP-114 b,WASP-114,WASP-114,2,1,Transit,2016,0.02851,15.009,562.24127,0.012,G0,1.43,1.29,523.337,SuperWASP-North"
"WASP-123 b,WASP-123,WASP-123,2,1,Transit,2016,0.04263,14.773,285.72917,0,G5,1.29,1.17,197.996,SuperWASP"
"WASP-129 b,WASP-129,WASP-129,2,1,Transit,2016,0.0628,10.424,317.83,0.096,G1,0.9,1,301.462,SuperWASP-South"
"WASP-139 b,WASP-139,WASP-139,2,1,Transit,2016,0.062,8.967,37.18611,0,K0,0.8,0.92,212.472,SuperWASP-South"
"WASP-140 b,WASP-140,WASP-140,2,1,Transit,2016,0.0323,16.141,775.5052,0.047,K0,0.87,0.9,117.598,SuperWASP-South"
"WASP-145 A b,WASP-145 A,WASP-145 A,2,1,Transit,2018,0.0261,10.088,282.8687,0,K2 V,0.68,0.76,91.299,SuperWASP-South"
"WASP-160 B b,WASP-160 B,WASP-160 B,2,1,Transit,2018,0.0452,12.218,88.35674,0,K0 V,0.87,0.87,288.326,SuperWASP-South"
"WASP-168 b,WASP-168,WASP-168,2,1,Transit,2018,0.0519,16.814,133.4886,0,F9 V,1.12,1.08,303.941,SuperWASP-South"
"WASP-173 A b,WASP-173 A,WASP-173 A,2,1,Transit,2018,0.0248,13.451,1172.7927,0,G3,1.11,1.05,232.98,SuperWASP-South"
"WASP-180 A b,WASP-180 A,WASP-180 A,2,1,Transit,2019,0.048,13.899,286.047,0,F7 V,1.19,1.3,253.985,SuperWASP"
"WASP-2 b,WASP-2,WASP-2,2,1,Transit,2007,0.03144,12.117,295.89973,0.0054,K1,0.87,0.9,153.242,SuperWASP"
"WASP-20 b,WASP-20,WASP-20,2,1,Transit,2015,0.06,16.388,98.841,0,F9,1.39,1.2,211.877,SuperWASP"
"WASP-26 b,WASP-26,WASP-26,2,1,Transit,2010,0.04,13.563,270.1555,0,G0,1.22,0.86,252.759,SuperWASP"
"WASP-33 b,WASP-33,WASP-33,2,1,Transit,2010,0.0239,17.856,665.21819,0,A5,1.44,1.5,121.944,SuperWASP"
"WASP-45 b,WASP-45,WASP-45,2,1,Transit,2011,0.03963,10.604,306.38812,0.043,K2 V,0.86,0.85,211.196,SuperWASP"
"WASP-49 b,WASP-49,WASP-49,2,1,Transit,2012,0.0379,12.442,117.5971,0,G6 V,0.97,0.92,194.553,SuperWASP"
"WASP-54 b,WASP-54,WASP-54,2,1,Transit,2012,0.04988,17.71,187.5197,0.07,F9,1.76,1.08,251.303,SuperWASP"
"WASP-56 b,WASP-56,WASP-56,2,1,Transit,2012,0.05614,10.536,143.0235,0,G6,0.96,0.71,321.084,SuperWASP"
"WASP-58 b,WASP-58,WASP-58,2,1,Transit,2012,0.0562,16.029,308.2951,0,G2 V,1.22,1.06,290.404,SuperWASP"
"WASP-64 b,WASP-64,WASP-64,2,1,Transit,2012,0.02648,14.247,403.945,0,G7,1.06,1,369.926,SuperWASP"
"WASP-68 b,WASP-68,WASP-68,2,1,Transit,2014,0.06206,14.796,343.2564,0,G0,1.79,1.49,226.399,SuperWASP"
"WASP-70 A b,WASP-70 A,WASP-70 A,2,1,Transit,2014,0.04853,13.047,187.512,0,G4,1.22,1.11,222.355,SuperWASP"
"WASP-75 b,WASP-75,WASP-75,2,1,Transit,2013,0.0375,14.235,340.06,0,F9,1.26,1.14,294.001,SuperWASP"
"WASP-76 b,WASP-76,WASP-76,2,1,Transit,2016,0.033,20.512,292.4036,0,F7,1.73,1.46,194.459,SuperWASP"
"WASP-77 A b,WASP-77 A,WASP-77 A,2,1,Transit,2012,0.02335,13.787,529.81995,0.0074,G8 V,0.91,0.9,105.166,SuperWASP"
"WASP-85 A b,WASP-85 A,WASP-85 A,2,1,Transit,2016,0.039,13.899,402.05495,0,G5 V,0.94,1.09,141.887,K2"
"WASP-98 b,WASP-98,WASP-98,2,1,Transit,2014,0.03762,12.823,293.03926,0.07,G7,0.74,0.81,281.742,SuperWASP"
"alf Tau b,alf Tau,alf Tau,2,1,Radial Velocity,2015,1.46,12.7,2056.3601,0.1,K5 III,45.1,1.13,20.4332,Multiple Observatories"
"bet Cnc b,bet Cnc,bet Cnc,2,1,Radial Velocity,2014,1.7,12.6,2479,0.08,K4 III,47.2,1.7,89.0472,Bohyunsan Optical Astronomical Observatory"
"gam Cep b,gam Cep,gam Cep,2,1,Radial Velocity,2003,2.05,12.5,2987.58703,0.049,K1 IV,4.9,1.4,14.1024,Multiple Observatories"
"gam1 Leo b,gam1 Leo,gam1 Leo,2,1,Radial Velocity,2009,1.19,12.5,2790.43,0.144,K1 IIIb Fe-0.5,31.88,1.23,39.8883,Bohyunsan Optical Astronomical Observatory"
"nu Oct A b,nu Oct A,nu Oct A,2,1,Radial Velocity,2016,1.25,13.3,762.78818,0.11,K1 IIIb-IV,5.81,1.61,21.1999,University of Canterbury Mt John Observatory"
"ome Ser b,ome Ser,ome Ser,2,1,Radial Velocity,2013,1.1,13.5,540.3,0.106,G8 III,12.3,2.17,76.7556,Okayama Astrophysical Observatory"
"omi UMa b,omi UMa,omi UMa,2,1,Radial Velocity,2012,3.9,13,1303.103,0.13,G5 III,14.1,3.09,54.9149,Okayama Astrophysical Observatory"
"tau Boo b,tau Boo,tau Boo,2,1,Radial Velocity,1996,0.049,12.8,1891,0.011,F7 V,1.43,1.32,15.6521,Lick Observatory"
"HD 10180 c,HD 10180,HD 10180,1,6,Radial Velocity,2010,0.06412,3.68,13.1,0.073,G1 V,1.11,1.06,38.9607,La Silla Observatory"
"HD 10180 d,HD 10180,HD 10180,1,6,Radial Velocity,2010,0.12859,3.45,11.75,0.131,G1 V,1.11,1.06,38.9607,La Silla Observatory"
"HD 10180 e,HD 10180,HD 10180,1,6,Radial Velocity,2010,0.2699,5.39,25.1,0.051,G1 V,1.11,1.06,38.9607,La Silla Observatory"
"HD 10180 f,HD 10180,HD 10180,1,6,Radial Velocity,2010,0.4929,5.24,23.9,0.119,G1 V,1.11,1.06,38.9607,La Silla Observatory"
"HD 10180 g,HD 10180,HD 10180,1,6,Radial Velocity,2010,1.427,4.91,21.4,0.263,G1 V,1.11,1.06,38.9607,La Silla Observatory"
"HD 10180 h,HD 10180,HD 10180,1,6,Radial Velocity,2010,3.381,9.4,64.4,0.095,G1 V,1.11,1.06,38.9607,La Silla Observatory"
"HD 191939 b,HD 191939,HD 191939,1,6,Transit,2020,0.0804,3.41,10,0.031,G9 V,0.94,0.81,53.6089,Transiting Exoplanet Survey Satellite (TESS)"
"HD 191939 c,HD 191939,HD 191939,1,6,Transit,2020,0.1752,3.195,8,0.034,G9 V,0.94,0.81,53.6089,Transiting Exoplanet Survey Satellite (TESS)"
"HD 191939 d,HD 191939,HD 191939,1,6,Transit,2020,0.2132,2.995,2.8,0.031,G9 V,0.94,0.81,53.6089,Transiting Exoplanet Survey Satellite (TESS)"
"HD 191939 e,HD 191939,HD 191939,1,6,Radial Velocity,2022,0.407,13,112.2,0.031,G9 V,0.94,0.81,53.6089,W. M. Keck Observatory"
"HD 191939 f,HD 191939,HD 191939,1,6,Radial Velocity,2022,3.2,13.4,660,0,G9 V,0.94,0.81,53.6089,W. M. Keck Observatory"
"HD 191939 g,HD 191939,HD 191939,1,6,Transit,2022,0.812,3.74,13.5,0.03,G9 V,0.94,0.81,53.6089,Transiting Exoplanet Survey Satellite (TESS)"
"HD 219134 b,HD 219134,HD 219134,1,6,Radial Velocity,2015,0.03876,1.602,4.74,0,K3 V,0.78,0.81,6.53127,Roque de los Muchachos Observatory"
"HD 219134 c,HD 219134,HD 219134,1,6,Radial Velocity,2015,0.0653,1.511,4.36,0.062,K3 V,0.78,0.81,6.53127,Roque de los Muchachos Observatory"
"HD 219134 d,HD 219134,HD 219134,1,6,Radial Velocity,2015,0.237,1.61,16.17,0.138,K3 V,0.78,0.81,6.53127,Roque de los Muchachos Observatory"
"HD 219134 f,HD 219134,HD 219134,1,6,Radial Velocity,2015,0.1463,1.31,7.3,0.148,K3 V,0.78,0.81,6.53127,Multiple Observatories"
"HD 219134 g,HD 219134,HD 219134,1,6,Radial Velocity,2015,0.3753,3.28,10.80622,0,K3 V,0.77,0.79,6.53127,Multiple Observatories"
"HD 219134 h,HD 219134,HD 219134,1,6,Radial Velocity,2015,3.11,12.7,108.0622,0.06,K3 V,0.77,0.79,6.53127,Roque de los Muchachos Observatory"
"HD 34445 b,HD 34445,HD 34445,1,6,Radial Velocity,2009,2.07,13.9,260.6206,0.27,G0 V,1.38,1.14,46.0907,W. M. Keck Observatory"
"HD 34445 c,HD 34445,HD 34445,1,6,Radial Velocity,2017,0.7181,8.42,53.5,0.036,G0 V,1.38,1.07,46.0907,Multiple Observatories"
"HD 34445 d,HD 34445,HD 34445,1,6,Radial Velocity,2017,0.4817,6.07,30.7,0.027,G0 V,1.38,1.07,46.0907,Multiple Observatories"
"HD 34445 e,HD 34445,HD 34445,1,6,Radial Velocity,2017,0.2687,4.26,16.8,0.09,G0 V,1.38,1.07,46.0907,Multiple Observatories"
"HD 34445 f,HD 34445,HD 34445,1,6,Radial Velocity,2017,1.543,6.88,37.9,0.031,G0 V,1.38,1.07,46.0907,Multiple Observatories"
"HD 34445 g,HD 34445,HD 34445,1,6,Radial Velocity,2017,6.36,13.6,120.6,0.032,G0 V,1.38,1.07,46.0907,Multiple Observatories"
"K2-138 b,K2-138,K2-138,1,6,Transit,2017,0.03385,1.51,3.1,0.048,G8 V,0.86,0.94,202.585,K2"
"K2-138 c,K2-138,K2-138,1,6,Transit,2017,0.04461,2.299,6.31,0.045,G8 V,0.86,0.94,202.585,K2"
"K2-138 d,K2-138,K2-138,1,6,Transit,2017,0.05893,2.39,7.92,0.043,G8 V,0.86,0.94,202.585,K2"
"K2-138 e,K2-138,K2-138,1,6,Transit,2017,0.0782,3.39,12.97,0.077,G8 V,0.86,0.94,202.585,K2"
"K2-138 f,K2-138,K2-138,1,6,Transit,2017,0.10447,2.904,1.63,0.062,G8 V,0.86,0.94,202.585,K2"
"K2-138 g,K2-138,K2-138,1,6,Transit,2021,0.23109,3.013,4.32,0.059,G8 V,0.86,0.94,202.585,K2"
"Kepler-80 b,Kepler-80,Kepler-80,1,6,Transit,2012,0.0648,2.67,6.93,0,K5,0.68,0.73,369.451,Kepler"
"Kepler-80 c,Kepler-80,Kepler-80,1,6,Transit,2012,0.0792,2.74,6.74,0,K5,0.68,0.73,369.451,Kepler"
"Kepler-80 d,Kepler-80,Kepler-80,1,6,Transit,2014,0.0372,1.53,6.75,0,K5,0.68,0.73,369.451,Kepler"
"Kepler-80 e,Kepler-80,Kepler-80,1,6,Transit,2014,0.0491,1.6,4.13,0,K5,0.68,0.73,369.451,Kepler"
"Kepler-80 f,Kepler-80,Kepler-80,1,6,Transit,2016,0.0175,1.21,1.92,0,K5,0.68,0.73,369.451,Kepler"
"HD 108236 b,HD 108236,HD 108236,1,5,Transit,2020,0.04527,1.615,3.24,0.045,G3 V,0.88,0.87,64.5978,Transiting Exoplanet Survey Satellite (TESS)"
"HD 108236 c,HD 108236,HD 108236,1,5,Transit,2020,0.062,2.071,4.94,0.034,G3 V,0.88,0.87,64.5978,Transiting Exoplanet Survey Satellite (TESS)"
"HD 108236 d,HD 108236,HD 108236,1,5,Transit,2020,0.1074,2.539,6.98,0.055,G3 V,0.88,0.87,64.5978,Transiting Exoplanet Survey Satellite (TESS)"
"HD 108236 e,HD 108236,HD 108236,1,5,Transit,2020,0.1367,3.083,9.71,0.058,G3 V,0.88,0.87,64.5978,Transiting Exoplanet Survey Satellite (TESS)"
"HD 108236 f,HD 108236,HD 108236,1,5,Transit,2021,0.1758,2.017,4.72,0.051,G3 V,0.88,0.87,64.5978,CHaracterising ExOPlanets Satellite (CHEOPS)"
"HD 23472 b,HD 23472,HD 23472,1,5,Transit,2019,0.1162,2,8.32,0.072,K4 V,0.71,0.67,39.0341,Transiting Exoplanet Survey Satellite (TESS)"
"HD 23472 c,HD 23472,HD 23472,1,5,Transit,2019,0.1646,1.87,3.41,0.063,K4 V,0.71,0.67,39.0341,Transiting Exoplanet Survey Satellite (TESS)"
"HD 23472 d,HD 23472,HD 23472,1,5,Transit,2022,0.04298,0.75,0.55,0.07,K4 V,0.71,0.67,39.0341,Transiting Exoplanet Survey Satellite (TESS)"
"HD 23472 e,HD 23472,HD 23472,1,5,Transit,2022,0.068,0.818,0.72,0.07,K4 V,0.71,0.67,39.0341,Transiting Exoplanet Survey Satellite (TESS)"
"HD 23472 f,HD 23472,HD 23472,1,5,Transit,2022,0.0906,1.137,0.77,0.07,K4 V,0.71,0.67,39.0341,Transiting Exoplanet Survey Satellite (TESS)"
"HD 40307 b,HD 40307,HD 40307,1,5,Radial Velocity,2009,0.0468,1.83,4,0.2,K2.5 V,0.72,0.77,12.9363,La Silla Observatory"
"HD 40307 c,HD 40307,HD 40307,1,5,Radial Velocity,2009,0.0799,2.46,6.6,0.06,K2.5 V,0.72,0.77,12.9363,La Silla Observatory"
"HD 40307 d,HD 40307,HD 40307,1,5,Radial Velocity,2009,0.1321,3.04,9.5,0.07,K2.5 V,0.72,0.77,12.9363,La Silla Observatory"
"HD 40307 f,HD 40307,HD 40307,1,5,Radial Velocity,2013,0.247,2.13,5.2,0.02,K2.5 V,0.72,0.77,12.9363,La Silla Observatory"
"HD 40307 g,HD 40307,HD 40307,1,5,Radial Velocity,2013,0.6,2.56,7.1,0.29,K2.5 V,0.72,0.77,12.9363,La Silla Observatory"
"Kepler-186 b,Kepler-186,Kepler-186,1,5,Transit,2014,0.0343,1.07,1.24,0,M1,0.47,0.48,177.594,Kepler"
"Kepler-186 c,Kepler-186,Kepler-186,1,5,Transit,2014,0.0451,1.25,2.1,0,M1,0.47,0.48,177.594,Kepler"
"Kepler-186 d,Kepler-186,Kepler-186,1,5,Transit,2014,0.0781,1.4,2.54,0,M1,0.47,0.48,177.594,Kepler"
"Kepler-186 e,Kepler-186,Kepler-186,1,5,Transit,2014,0.11,1.27,2.15,0,M1,0.47,0.48,177.594,Kepler"
"Kepler-186 f,Kepler-186,Kepler-186,1,5,Transit,2014,0.432,1.17,1.71,0.04,M1,0.52,0.54,177.594,Kepler"
"Kepler-32 b,Kepler-32,Kepler-32,1,5,Transit,2011,0.05,2.2,1303,0,M1 V,0.53,0.58,323.847,Kepler"
"Kepler-32 c,Kepler-32,Kepler-32,1,5,Transit,2011,0.09,2,158.9,0,M1 V,0.53,0.58,323.847,Kepler"
"Kepler-32 d,Kepler-32,Kepler-32,1,5,Transit,2012,0.13,2.7,7.75,0,M1 V,0.53,0.58,323.847,Kepler"
"Kepler-32 e,Kepler-32,Kepler-32,1,5,Transit,2012,0.033,1.5,2.86,0,M1 V,0.53,0.58,323.847,Kepler"
